record_id,repo_id,file,line,rule,kind,label,harness_label,usefulness,notes,fp_reason,reviewed_at
RR-9a2b8b5e6b67e515,openai-plugins-public-pilot,plugins/hugging-face/skills/paper-publisher/scripts/paper_manager.py,356,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-2c88f16ed42097af,openai-plugins-public-pilot,plugins/hugging-face/skills/paper-publisher/scripts/paper_manager.py,359,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-b655b73ee40954c7,openai-plugins-public-pilot,plugins/hugging-face/skills/paper-publisher/scripts/paper_manager.py,367,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-66f66fc196b61538,openai-plugins-public-pilot,plugins/hugging-face/skills/paper-publisher/scripts/paper_manager.py,369,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-ee67187d2f0f032a,openai-plugins-public-pilot,plugins/hugging-face/skills/paper-publisher/scripts/paper_manager.py,416,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-89e0175d18018c87,openai-plugins-public-pilot,plugins/hugging-face/skills/vision-trainer/scripts/dataset_inspector.py,262,null_dereference,value_flow,not_useful,benign_or_intended,1,,Typical .get() pattern; not worth escalation,2026-05-31T11:18:19+00:00
RR-a499f564818a4163,openai-plugins-public-pilot,plugins/hugging-face/skills/vision-trainer/scripts/dataset_inspector.py,264,null_dereference,value_flow,not_useful,benign_or_intended,1,,Typical .get() pattern; not worth escalation,2026-05-31T11:18:19+00:00
RR-0c9fe70822dfd515,openai-plugins-public-pilot,plugins/hugging-face/skills/vision-trainer/scripts/dataset_inspector.py,266,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-5e00d52cc45a2d41,openai-plugins-public-pilot,plugins/hugging-face/skills/vision-trainer/scripts/dataset_inspector.py,269,null_dereference,value_flow,not_useful,benign_or_intended,1,,Typical .get() pattern; not worth escalation,2026-05-31T11:18:19+00:00
RR-d7960d704097ff34,openai-plugins-public-pilot,plugins/hugging-face/skills/vision-trainer/scripts/dataset_inspector.py,271,null_dereference,value_flow,not_useful,benign_or_intended,1,,Typical .get() pattern; not worth escalation,2026-05-31T11:18:19+00:00
RR-8a340de0a4fcfa00,openai-plugins-public-pilot,plugins/hugging-face/skills/vision-trainer/scripts/dataset_inspector.py,468,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-2bdf008b4e209ec7,openai-plugins-public-pilot,plugins/hugging-face/skills/vision-trainer/scripts/dataset_inspector.py,474,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-a1a95f88bc817b9d,openai-plugins-public-pilot,plugins/hugging-face/skills/vision-trainer/scripts/object_detection_training.py,364,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-18a9878efdd8d0ec,openai-plugins-public-pilot,plugins/hyperframes/skills/gsap/scripts/extract-audio-data.py,52,command_injection,security,useful_advisory,useful_review_lead,3,,Security lead: trace whether argv includes external data,2026-05-31T11:18:19+00:00
RR-fd6b3534fd299e27,openai-plugins-public-pilot,plugins/life-science-research/skills/bgee-skill/scripts/sparql_request.py,56,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-3a06a4af066114ab,openai-plugins-public-pilot,plugins/life-science-research/skills/bgee-skill/scripts/sparql_request.py,58,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-f142fe1a884a6bb6,openai-plugins-public-pilot,plugins/life-science-research/skills/bgee-skill/scripts/sparql_request.py,74,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-1aebfcf81b332d38,openai-plugins-public-pilot,plugins/life-science-research/skills/bgee-skill/scripts/sparql_request.py,84,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-c8c9b081bcf11e66,openai-plugins-public-pilot,plugins/life-science-research/skills/bgee-skill/scripts/sparql_request.py,95,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-cc87ea83615f6d3f,openai-plugins-public-pilot,plugins/life-science-research/skills/bgee-skill/scripts/sparql_request.py,160,null_dereference,value_flow,not_useful,benign_or_intended,1,,Typical .get() pattern; not worth escalation,2026-05-31T11:18:19+00:00
RR-3ff3b652df201507,openai-plugins-public-pilot,plugins/life-science-research/skills/bgee-skill/scripts/sparql_request.py,167,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-d8d0841ae588c3f6,openai-plugins-public-pilot,plugins/life-science-research/skills/biobankjapan-phewas-skill/scripts/biobankjapan_phewas.py,86,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-27b78e51d0432156,openai-plugins-public-pilot,plugins/life-science-research/skills/biobankjapan-phewas-skill/scripts/biobankjapan_phewas.py,88,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-0142fd0d8f41078b,openai-plugins-public-pilot,plugins/life-science-research/skills/biobankjapan-phewas-skill/scripts/biobankjapan_phewas.py,89,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-c7f30bb7a2fc2b6e,openai-plugins-public-pilot,plugins/life-science-research/skills/biobankjapan-phewas-skill/scripts/variant_resolution.py,104,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-fa11ac2211e496d2,openai-plugins-public-pilot,plugins/life-science-research/skills/biobankjapan-phewas-skill/scripts/variant_resolution.py,105,null_dereference,value_flow,false_positive,misleading,0,fp_reason: Agree: guard or short-circuit visible in source window,Agree: guard or short-circuit visible in source window,2026-05-31T11:18:19+00:00
RR-2b0e1d4c516b03c0,openai-plugins-public-pilot,plugins/life-science-research/skills/biobankjapan-phewas-skill/scripts/variant_resolution.py,136,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-284ab0696e9ecaf1,openai-plugins-public-pilot,plugins/life-science-research/skills/biobankjapan-phewas-skill/scripts/variant_resolution.py,137,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-4b209b6f7198bd09,openai-plugins-public-pilot,plugins/life-science-research/skills/biobankjapan-phewas-skill/scripts/variant_resolution.py,161,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-255899d62140afcc,openai-plugins-public-pilot,plugins/life-science-research/skills/biobankjapan-phewas-skill/scripts/variant_resolution.py,196,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-c8d2be670a641e7d,openai-plugins-public-pilot,plugins/life-science-research/skills/biobankjapan-phewas-skill/scripts/variant_resolution.py,197,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-4a63c8f2b708ae36,openai-plugins-public-pilot,plugins/life-science-research/skills/biobankjapan-phewas-skill/scripts/variant_resolution.py,383,null_dereference,value_flow,not_useful,benign_or_intended,1,,Typical .get() pattern; not worth escalation,2026-05-31T11:18:19+00:00
RR-d5fc2d3a03face31,openai-plugins-public-pilot,plugins/life-science-research/skills/civic-skill/scripts/civic_graphql.py,56,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-ae5bb9bde18759a9,openai-plugins-public-pilot,plugins/life-science-research/skills/civic-skill/scripts/civic_graphql.py,58,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-45caeb4bf432a692,openai-plugins-public-pilot,plugins/life-science-research/skills/civic-skill/scripts/civic_graphql.py,68,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-28d23958533f0cc5,openai-plugins-public-pilot,plugins/life-science-research/skills/civic-skill/scripts/civic_graphql.py,77,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-7c8cc6a95c5f54dc,openai-plugins-public-pilot,plugins/life-science-research/skills/civic-skill/scripts/civic_graphql.py,86,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-847b9944e9832228,openai-plugins-public-pilot,plugins/life-science-research/skills/clinicaltrials-skill/scripts/clinicaltrials_client.py,87,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-5543d82ec0180a9f,openai-plugins-public-pilot,plugins/life-science-research/skills/clinicaltrials-skill/scripts/clinicaltrials_client.py,91,null_dereference,value_flow,not_useful,benign_or_intended,1,,Typical .get() pattern; not worth escalation,2026-05-31T11:18:19+00:00
RR-3417d603351142d3,openai-plugins-public-pilot,plugins/life-science-research/skills/clinicaltrials-skill/scripts/clinicaltrials_client.py,131,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-dff1399f667a9b40,openai-plugins-public-pilot,plugins/life-science-research/skills/clinicaltrials-skill/scripts/clinicaltrials_client.py,132,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-cf813dd4fa36e2c5,openai-plugins-public-pilot,plugins/life-science-research/skills/clinicaltrials-skill/scripts/clinicaltrials_client.py,171,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-53ac81c29c420994,openai-plugins-public-pilot,plugins/life-science-research/skills/clinicaltrials-skill/scripts/clinicaltrials_client.py,172,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-bff970c6732ac674,openai-plugins-public-pilot,plugins/life-science-research/skills/clinvar-variation-skill/scripts/clinvar_variation.py,71,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-57d5132a591b4962,openai-plugins-public-pilot,plugins/life-science-research/skills/clinvar-variation-skill/scripts/clinvar_variation.py,86,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-95b503077acdc165,openai-plugins-public-pilot,plugins/life-science-research/skills/clinvar-variation-skill/scripts/clinvar_variation.py,112,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-dd56f6af84321f67,openai-plugins-public-pilot,plugins/life-science-research/skills/clinvar-variation-skill/scripts/clinvar_variation.py,113,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-903b17a3e2e2ddf2,openai-plugins-public-pilot,plugins/life-science-research/skills/clinvar-variation-skill/scripts/clinvar_variation.py,160,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-c1c1306fddb678b3,openai-plugins-public-pilot,plugins/life-science-research/skills/clinvar-variation-skill/scripts/clinvar_variation.py,161,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-5dcfa83ea90be4a9,openai-plugins-public-pilot,plugins/life-science-research/skills/eqtl-catalogue-skill/scripts/rest_request.py,206,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-8a98734a7c315d35,openai-plugins-public-pilot,plugins/life-science-research/skills/eqtl-catalogue-skill/scripts/rest_request.py,207,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-da70c32e77aa0a23,openai-plugins-public-pilot,plugins/life-science-research/skills/finngen-phewas-skill/scripts/finngen_phewas.py,86,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-4a98759f5ea568fe,openai-plugins-public-pilot,plugins/life-science-research/skills/finngen-phewas-skill/scripts/finngen_phewas.py,88,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-464a41eb112584bd,openai-plugins-public-pilot,plugins/life-science-research/skills/finngen-phewas-skill/scripts/finngen_phewas.py,89,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-c03766e9065e3c36,openai-plugins-public-pilot,plugins/life-science-research/skills/finngen-phewas-skill/scripts/variant_resolution.py,104,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-fdbd4cebf8a634e4,openai-plugins-public-pilot,plugins/life-science-research/skills/finngen-phewas-skill/scripts/variant_resolution.py,105,null_dereference,value_flow,false_positive,misleading,0,fp_reason: Agree: guard or short-circuit visible in source window,Agree: guard or short-circuit visible in source window,2026-05-31T11:18:19+00:00
RR-04661b488c5d6e8c,openai-plugins-public-pilot,plugins/life-science-research/skills/finngen-phewas-skill/scripts/variant_resolution.py,136,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-5eeead78fb54a247,openai-plugins-public-pilot,plugins/life-science-research/skills/finngen-phewas-skill/scripts/variant_resolution.py,137,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-303328efffe3a321,openai-plugins-public-pilot,plugins/life-science-research/skills/finngen-phewas-skill/scripts/variant_resolution.py,161,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-8723b064a7930fb0,openai-plugins-public-pilot,plugins/life-science-research/skills/finngen-phewas-skill/scripts/variant_resolution.py,196,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-03b54ead49ad4027,openai-plugins-public-pilot,plugins/life-science-research/skills/finngen-phewas-skill/scripts/variant_resolution.py,197,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-5b597d5c66f45b99,openai-plugins-public-pilot,plugins/life-science-research/skills/finngen-phewas-skill/scripts/variant_resolution.py,383,null_dereference,value_flow,not_useful,benign_or_intended,1,,Typical .get() pattern; not worth escalation,2026-05-31T11:18:19+00:00
RR-42c164bc58fb0e4d,openai-plugins-public-pilot,plugins/life-science-research/skills/genebass-gene-burden-skill/scripts/genebass_gene_burden.py,82,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-8faff1310df173fb,openai-plugins-public-pilot,plugins/life-science-research/skills/genebass-gene-burden-skill/scripts/genebass_gene_burden.py,105,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-c1cbeedec7e7ea87,openai-plugins-public-pilot,plugins/life-science-research/skills/genebass-gene-burden-skill/scripts/genebass_gene_burden.py,109,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-6556a4b14cec3edf,openai-plugins-public-pilot,plugins/life-science-research/skills/genebass-gene-burden-skill/scripts/genebass_gene_burden.py,112,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-db0750cbe98ca27e,openai-plugins-public-pilot,plugins/life-science-research/skills/genebass-gene-burden-skill/scripts/genebass_gene_burden.py,126,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-4c47e85ebe1e2d09,openai-plugins-public-pilot,plugins/life-science-research/skills/genebass-gene-burden-skill/scripts/genebass_gene_burden.py,127,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-08ef0fb91a5c784a,openai-plugins-public-pilot,plugins/life-science-research/skills/genebass-gene-burden-skill/scripts/genebass_gene_burden.py,128,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-2cdad9cd6d05a585,openai-plugins-public-pilot,plugins/life-science-research/skills/genebass-gene-burden-skill/scripts/genebass_gene_burden.py,130,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-02b24ff155b1c91a,openai-plugins-public-pilot,plugins/life-science-research/skills/gnomad-graphql-skill/scripts/gnomad_graphql.py,56,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-1bf98746148c59e2,openai-plugins-public-pilot,plugins/life-science-research/skills/gnomad-graphql-skill/scripts/gnomad_graphql.py,58,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-dee823474b66182d,openai-plugins-public-pilot,plugins/life-science-research/skills/gnomad-graphql-skill/scripts/gnomad_graphql.py,68,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-ff509f3d18aa2711,openai-plugins-public-pilot,plugins/life-science-research/skills/gnomad-graphql-skill/scripts/gnomad_graphql.py,77,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-9c405dfa4a86ab18,openai-plugins-public-pilot,plugins/life-science-research/skills/gnomad-graphql-skill/scripts/gnomad_graphql.py,86,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-08aafb0ee8855780,openai-plugins-public-pilot,plugins/life-science-research/skills/gtex-eqtl-skill/scripts/gtex_eqtl.py,69,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-f64e0f70e821c692,openai-plugins-public-pilot,plugins/life-science-research/skills/gtex-eqtl-skill/scripts/gtex_eqtl.py,70,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-d9ef7805293bf806,openai-plugins-public-pilot,plugins/life-science-research/skills/gtex-eqtl-skill/scripts/variant_resolution.py,104,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-fc294d3a11b3dfd3,openai-plugins-public-pilot,plugins/life-science-research/skills/gtex-eqtl-skill/scripts/variant_resolution.py,105,null_dereference,value_flow,false_positive,misleading,0,fp_reason: Agree: guard or short-circuit visible in source window,Agree: guard or short-circuit visible in source window,2026-05-31T11:18:19+00:00
RR-77624d2f39d00c11,openai-plugins-public-pilot,plugins/life-science-research/skills/gtex-eqtl-skill/scripts/variant_resolution.py,136,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-14c671f4e3238f92,openai-plugins-public-pilot,plugins/life-science-research/skills/gtex-eqtl-skill/scripts/variant_resolution.py,137,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-c9fbcc5e10f7e456,openai-plugins-public-pilot,plugins/life-science-research/skills/gtex-eqtl-skill/scripts/variant_resolution.py,161,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-2b6ee68f3f28d87b,openai-plugins-public-pilot,plugins/life-science-research/skills/gtex-eqtl-skill/scripts/variant_resolution.py,196,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-efc050ce2d3c0b62,openai-plugins-public-pilot,plugins/life-science-research/skills/gtex-eqtl-skill/scripts/variant_resolution.py,197,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-7a97a3f024e32422,openai-plugins-public-pilot,plugins/life-science-research/skills/gtex-eqtl-skill/scripts/variant_resolution.py,383,null_dereference,value_flow,not_useful,benign_or_intended,1,,Typical .get() pattern; not worth escalation,2026-05-31T11:18:19+00:00
RR-6ca408437db8cf28,openai-plugins-public-pilot,plugins/life-science-research/skills/locus-to-gene-mapper-skill/scripts/map_locus_to_gene.py,303,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-3027dd469c3bafab,openai-plugins-public-pilot,plugins/life-science-research/skills/locus-to-gene-mapper-skill/scripts/map_locus_to_gene.py,304,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
RR-79ac2a468d518035,openai-plugins-public-pilot,plugins/life-science-research/skills/locus-to-gene-mapper-skill/scripts/map_locus_to_gene.py,329,command_injection,security,useful_advisory,useful_review_lead,3,,Security lead: trace whether argv includes external data,2026-05-31T11:18:19+00:00
RR-a0130894b1943041,openai-plugins-public-pilot,plugins/life-science-research/skills/locus-to-gene-mapper-skill/scripts/map_locus_to_gene.py,476,null_dereference,value_flow,useful_advisory,useful_review_lead,3,,Agree: worth a quick confirm but not a defect claim,2026-05-31T11:18:19+00:00
